breathe
bottleneck
narrow
dilate
implode
detonate
fulminate
crump
dynamite
erupt
dehisce
oxygenize
dehydrogenate
hydrogenate
burst
pop
puncture
stave
boom
luxuriate
boost
blur
obliterate
darken
infuscate
murk
dun
blind
dusk
brighten
weed
dim
obscure
benight
focus
refocus
depreciate
appreciate
revalue
expense
deafen
shorten
lengthen
truncate
broaden
prolong
temporize
elongate
tree
size
scale
resize
rescale
bake
ovenbake
brown
coddle
fire
farce
fetishize
feudalize
stuff
cork
pad
baste
souse
microwave
crispen
shirr
blanch
overboil
cook
overcook
fricassee
stew
jug
simmer
seethe
roast
barbeque
braise
fry
frizzle
griddle
pan
slenderize
french
saute
grill
hibachi
steam
steep
brew
boil
broil
pressure
branch
ramify
arborize
twig
bifurcate
trifurcate
atomize
dialyse
backscatter
peptize
grind
pound
pulp
pestle
mill
powderize
run
partition
subdivide
shatter
smash
ladder
sunder
check
fissure
snap
chap
craze
alligator
splinter
dissolve
rag
brecciate
crush
arise
happen
result
intervene
operate
supervene
proceed
drag
come
anticipate
recur
iterate
cycle
dematerialize
befall
concur
bud
recommence
auspicate
plunge
embark
begin
jumpstart
inaugurate
resume
persevere
obstinate
finish
close
end
kill
level
crust
heave
shoot
germinate
burgeon
root
strangle
widow
drown
predecease
mist
demist
bloat
curl
interrupt
adjourn
pasteurize
condense
sublime
resublime
evaporate
pervaporate
unify
unitize
syncretize
disunify
converge
league
federate
carbonize
cool
overheat
quench
ice
refrigerate
heat
soak
calcine
preheat
warm
chafe
cauterize
glaciate
concrete
quick
deliquesce
defrost
smolder
sear
sizzle
incinerate
singe
backfire
cremate
torch
char
blister
switch
permute
map
transpose
metricize
flour
transform
transmute
transubstantiate
sorcerize
ash
translate
reclaim
metamorphose
moralize
Islamize
Christianize
evangelize
catholicize
invert
resile
customize
personalize
depersonalize
harry
emaciate
enfeeble
enervate
dampen
shush
stifle
dull
cloud
pall
sharpen
subtilize
acuminate
flatten
acclimatize
synchronize
phase
desynchronize
gauge
absorb
conjugate
admix
alloy
fuse
crumble
disintegrate
fold
reintegrate
macerate
putrefy
magnetize
demagnetize
simplify
oversimplify
complicate
complexify
involve
refine
sophisticate
snarl
snafu
pressurize
supercharge
depressurize
structure
restructure
organize
interlock
centralize
decentralize
socialize
fix
provide
cram
precondition
mount
rig
winterize
summerize
prime
communize
internationalize
Americanize
Europeanize
bestialize
Frenchify
modernize
civilize
nationalize
denationalize
privatize
naturalize
denaturalize
adopt
immigrate
settle
colonize
relocate
dislocate
homestead
roost
resettle
emigrate
expatriate
steady
even
equal
homologize
stiffen
starch
buckram
rigidify
loosen
tighten
frap
tauten
transitivize
detransitivize
slacken
douse
absent
evanesce
appear
peep
manifest
gleam
emerge
outcrop
flash
resurface
basset
reappear
disappear
minimize
hedge
maximize
spill
retrench
slash
thin
thicken
decline
heighten
slump
wax
full
wane
magnify
crash
unfurl
bolt
diversify
vary
checker
specialize
overspecialize
accelerate
decelerate
retard
fishtail
slow
diminish
gasify
jell
curdle
harden
liquefy
try
solidify
solvate
react
etch
validate
invalidate
empty
void
populate
people
drain
heap
overfill
ink
replenish
suffuse
perfuse
flush
sluice
complete
complement
saturate
match
service
homogenize
clot
sour
ferment
vinify
rush
delay
stonewall
stall
hush
louden
inhibit
burke
silence
squelch
splat
steamroll
align
address
realign
true
collimate
plumb
misalign
skew
integrate
lysogenize
standardize
normalize
reorient
morph
wilt
neutralize
commercialize
eliminate
decimate
decouple
extinguish
excise
sparkle
perfect
polish
overrefine
precipitate
purify
spiritualize
lustrate
deform
block
mar
stamp
massacre
erase
mechanize
dehumanize
automatize
semi
systematize
codify
finalize
harmonize
key
accommodate
compartmentalize
top
crown
adhere
fixate
glue
polarize
load
leach
vent
linearize
glorify
justify
quantify
meter
pace
clock
mistime
fathom
titrate
foul
pollute
decontaminate
contaminate
debase
devalue
demonetize
isolate
segregate
ghettoize
insulate
weatherstrip
soundproof
cloister
sequester
seclude
quarantine
maroon
let
preisolate
ammonify
thoriate
charge
imbrue
calcify
coke
decalcify
carnify
chondrify
citify
urbanize
industrialize
emulsify
demulsify
denazify
decarboxylate
nazify
denitrify
nitrify
fertilize
topdress
innervate
pinch
federalize
clarify
detoxify
devitrify
embrittle
electrify
esterify
etherify
interstratify
jellify
lapidify
dot
mark
stigmatize
raddle
striate
red
reline
spot
freckle
fox
mottle
harlequin
crisscross
star
flag
bark
nobble
pinion
enable
equip
buffer
background
foreground
tender
process
reverberate
curry
dose
sulphur
vulcanize
chrome
bituminize
Agenize
rerun
recharge
facilitate
mystify
demystify
bubble
foam
sweeten
iodinate
ionate
upset
green
blue
thrombose
diagonalize
archaize
inform
take
officialize
marbleize
occidentalize
orientalize
acetylate
achromatize
assume
parallel
ritualize
camp
carboxylate
caseate
classicize
clinker
closure
compost
conventionalize
cure
corn
recover
rally
dawn
issue
escape
debouch
decarbonize
decimalize
declutch
delouse
depopulate
lower
derate
salinate
desalinate
dizzy
exteriorize
glamorize
sentimentalize
sole
vamp
heel
honeycomb
introvert
laicize
politicize
radicalize
encrimson
vermilion
carmine
rubify
rubric
ruddle
rusticate
sauce
shallow
steepen
superannuate
scramble
unscramble
unsex
vitrify
saponify
open
territorialize
globalize
ream
outgrow
muddy
reheat
poach
dignify
exalt
deify
fly
harshen
emanate
white
dinge
crescendo
decrescendo
assibilate
smoothen
demonize
devilize
etherealize
immaterialize
animize
mangle
shift
save
transition
deepen
surf
dynamize
concretize
volatilize
uniformize
symmetrize
immortalize
denature
disrupt
sanitize
verbify
introject
transfer
brush
sputter
transcribe
swing
lull
prostrate
excite
outmode
spice
leap
veer
think
format
digitize
hydrolyze
hydrolize
saccharify
rumple
gelatinize
felt
float
feminize
masculinize
bind
disharmonize
obsolesce
sexualize
schematize
patent
constitutionalize
rationalize
stalinize
destalinize
plasticize
scrap
desorb
recede
ebb
drift
paganize
defervesce
incandesce
damp
deaminate
angulate
circularize
depolarize
demineralize
isomerize
legitimate
indurate
gradate
keratinize
beneficiate
novate
opacify
opsonize
militarize
popularize
recommend
ruin
solemnize
subordinate
transaminate
transfigure
unsanctify
vesiculate
visualize
undulate
variegate
ventilate
vivify
vulgarise
supple
professionalize
still
flip
weaponize
deflagrate
diazotize
hay
lignify
mineralize
ozonize
slag
sulfate
cutinize
duplex
eroticize
piggyback
repress
downsize
subtract
shear
port
lifehack
grok
understand
sense
smell
figure
touch
intuit
perceive
click
resonate
acknowledge
attorn
extrapolate
sympathize
know
ignore
taste
relive
master
learn
relearn
unlearn
audit
consume
welter
swallow
espouse
imbibe
apprentice
retrain
drill
housebreak
roughhouse
toilet
memorize
understudy
indoctrinate
brainwash
inculcate
din
study
major
remember
forget
mind
retain
recognize
remind
nag
reminisce
commemorate
monumentalize
jilt
abandon
expose
neglect
elide
exclude
pretermit
slight
misremember
err
stumble
mistake
identify
type
date
misdate
confuse
misconstrue
read
demoralize
perplex
riddle
interpret
mythicize
literalize
reinterpret
misread
idealize
anagram
reread
empanel
decipher
numerate
dictate
scry
skim
lipread
copyread
proofread
philosophize
brainstorm
premeditate
theologize
introspect
reason
theorize
ratiocinate
speculate
etymologize
solve
answer
cinch
guess
induce
deduce
establish
calculate
quantize
extract
prorate
miscalculate
recalculate
average
cube
factor
foot
divide
halve
quarter
analyze
parse
synthesize
anatomize
botanize
diagnose
explore
survey
triangulate
measure
caliper
prospect
research
google
mapquest
pioneer
cave
discriminate
distinguish
label
bristle
sex
individualize
catalogue
compare
analogize
syllogize
reconsider
classify
refer
reclassify
dichotomize
pigeonhole
group
regroup
bracket
collocate
categorize
grade
rate
superordinate
shortlist
reorder
countermarch
outclass
place
rank
prioritize
sequence
downgrade
contrast
severalize
contradistinguish
collate
receipt
see
control
card
authenticate
verify
prove
document
source
negate
disprove
refute
accept
test
evaluate
stand
misjudge
underestimate
overestimate
judge
estimate
misgauge
lowball
approve
disapprove
rubberstamp
choose
field
sieve
dial
plump
elect
excerpt
assign
dedicate
detail
schedule
book
calendar
slot
prejudice
bias
slant
predispose
dispose
prejudge
assess
reappraise
reassess
censor
bethink
believe
buy
credit
misbelieve
disbelieve
count
subsume
reject
repudiate
recuse
approbate
reprobate
doubt
discredit
distrust
lean
trust
rethink
backpedal
about
surmise
consider
like
relativize
favor
abstract
reify
hypostatize
apotheosize
deem
respect
disrespect
undervalue
assay
bioassay
value
overvalue
review
screen
decide
will
design
seal
purpose
determine
filiate
initialize
miscreate
reshape
index
predetermine
predestine
jinx
cogitate
contemplate
plan
chart
overshoot
overrun
hope
project
offer
introduce
frame
conspire
coconspire
counterplot
scheme
plot
intend
mean
aim
want
slate
mastermind
choreograph
plat
loft
engineer
entertain
dally
reckon
associate
interrelate
correlate
free
debate
conclude
find
overrule
presuppose
postulate
insist
premise
overreact
respond
greet
tell
ascertain
discover
price
rivet
recall
occur
allow
budget
beware
amaze
dazzle
surprise
flabbergast
impute
reattribute
anthropomorphize
personify
accredit
blame
register
elicit
penetrate
trace
wonder
internalize
demarcate
concenter
resign
observe
discountenance
resolve
factorize
misgive
plant
dateline
arrange
grab
seize
pay
relegate
communicate
yak
fingerspell
aphorize
relay
reach
ping
diphthongize
twang
vocalize
troll
ordain
destine
force
intrude
clamp
stick
inflict
furlough
direct
instruct
overburden
overwhelm
mandate
command
featherbed
general
officer
ask
request
solicit
encore
requisition
page
petition
demand
adjure
appeal
claim
profess
contend
purport
disclaim
disown
apostatize
abnegate
crave
supplicate
beg
plead
bid
pray
commune
intercede
concert
negociate
renegociate
horse
parley
powwow
palaver
clinch
agree
plea
bargain
reconcile
propitiate
apply
urge
push
nudge
persuade
hustle
badger
sell
memorialize
wheedle
elocute
soft
proselytize
dissuade
encourage
lead
prompt
argue
present
expostulate
stickle
spar
quibble
brawl
clamor
polemize
quarrel
oppose
assure
charm
gibber
hex
voodoo
prevail
importune
besiege
pause
digress
segue
hook
hit
quest
entice
seduce
tweedle
tempt
pry
question
interpellate
spy
investigate
quiz
examine
catechize
spoonfeed
pump
interrogate
probe
telecommunicate
telex
summon
beep
buzz
convoke
muster
subpoena
invite
provoke
jog
program
reschedule
reserve
forbid
ban
bar
enjoin
refuse
rebuff
abjure
misstate
retreat
revoke
renege
cancel
dismiss
recount
scoff
permit
authorize
certificate
assent
yield
dissent
disagree
clash
concede
subscribe
sanction
visa
object
demur
challenge
counterchallenge
cavil
interview
miss
evade
bypass
avoid
shirk
shun
confront
vex
wrestle
bandy
blaspheme
counter
sass
retort
deny
admit
bastardize
sustain
confess
avow
disavow
attest
declare
reflect
mirror
notarize
certify
beatify
canonize
contradict
reprimand
savage
admonish
chastise
flame
represent
reproach
reprehend
deplore
knock
animadvert
belabor
preach
sermonize
pontificate
orate
bloviate
induct
mentor
tutor
unteach
ground
lecture
brief
debrief
acquaint
warn
coach
misinform
lie
romance
perjure
suborn
fib
typify
misrepresent
tinge
pose
masquerade
bluff
feign
bamboozle
overstate
trivialize
overemphasize
understate
denounce
accuse
arraign
tax
complain
recriminate
impeach
slang
claw
disparage
nitpick
defame
assassinate
libel
vilify
badmouth
diss
mock
caricature
impersonate
spoof
jeer
incite
needle
ridicule
satirize
deride
debunk
stultify
deceive
undeceive
kid
referee
deprecate
condemn
praise
salute
overpraise
crow
trumpet
exuberate
glory
cheerlead
cheer
humor
amuse
applaud
bravo
laud
ensky
hymn
promulgate
acclaim
boo
vitriol
rip
whang
accurse
blog
curse
gee
ooh
bless
consecrate
reconsecrate
desecrate
account
impugn
defy
brazen
contest
forewarn
caution
threaten
alarm
rede
advise
familiarize
orient
verse
reacquaint
propose
proposition
misadvise
propound
consult
confer
collogue
submit
return
nominate
volunteer
flatter
adulate
stroke
eulogize
compliment
congratulate
rave
commend
gloat
promise
pledge
article
oblige
indenture
disoblige
collateralize
betroth
vow
inscribe
rededicate
stipulate
sign
undertake
underwrite
swear
guarantee
doom
reinsure
thank
apologize
excuse
alibi
frank
defend
uphold
bow
congee
curtsy
salaam
hail
welcome
reintroduce
precede
preamble
prologize
absolve
meld
wish
forgive
shrive
acquit
vindicate
whitewash
pardon
amnesty
extenuate
convict
reconvict
sentence
foredoom
backbite
heckle
whine
deter
foster
patronize
murmur
grouch
coo
protest
declaim
remonstrate
repine
gripe
rail
regret
exclaim
shout
yell
hollo
hurrah
halloo
whoop
shriek
yowl
interject
vociferate
holler
thunder
whisper
enthuse
rhapsodize
suppose
second
predict
vaticinate
augur
bet
guesstimate
redetermine
refract
suspect
bespeak
blaze
signpost
signalize
singularize
buoy
say
show
surcharge
indicate
finger
foreshow
scruple
marvel
explicate
forecast
prophesy
enlighten
hint
intimate
contraindicate
convey
imply
suggest
connote
denote
signify
euphemize
voice
muckrake
out
unmask
betray
confide
unbosom
nark
misspell
deconstruct
commentate
misinterpret
explain
obfuscate
express
miaou
talk
whiff
blubber
drone
gather
recite
list
enumerate
itemize
specify
name
miscount
census
tally
devoice
lilt
palatalize
nasalize
mispronounce
platitudinize
tsk
relate
yarn
narrate
publicize
hype
bulletin
embroider
disambiguate
define
redefine
repeat
cuckoo
reecho
parrot
perseverate
ditto
regurgitate
harp
retranslate
mistranslate
dub
gloss
phrase
Latinize
paraphrase
lexicalize
spiel
dogmatize
cheek
speak
smatter
monologuize
converse
broach
report
announce
publish
podcast
satellite
sportscast
sow
telecast
colorcast
propagandize
misname
tout
pronounce
trump
advertise
headline
ballyhoo
bill
proclaim
clarion
articulate
retroflex
subvocalize
syllabize
drawl
formularize
bumble
rasp
lisp
inflect
stress
utter
gurgle
nasale
troat
volley
chorus
describe
symbolize
actualize
dramatize
overdramatize
portray
delineate
deliver
speechify
harangue
approach
misdirect
instrument
disabuse
post
placard
gesticulate
telepathize
write
style
apostrophize
encode
code
decode
transliterate
notate
Romanize
braille
rewrite
revise
amend
rubricate
undersign
autograph
initial
countersign
execute
endorse
cosign
record
overwrite
prerecord
accession
chronicle
file
trademark
log
film
videotape
photograph
retake
reshoot
score
underline
quote
notch
handwrite
backspace
scribble
sketch
correspond
cable
radio
fax
precis
docket
recapitulate
retrograde
state
affirm
reaffirm
circumstantiate
reconfirm
topicalize
underscore
testify
adduce
allege
assert
predicate
maintain
counterclaim
reassure
note
exemplify
overgeneralize
universalize
mention
misquote
underquote
invoke
namedrop
allude
drive
decree
opine
editorialize
baptize
rename
entitle
term
tag
designate
excommunicate
covenant
mail
airmail
spam
network
comment
disk
sugarcoat
discourse
descant
browbeat
compromise
whore
queer
chatter
yack
babble
shmooze
wigwag
semaphore
heliograph
mouth
lip
beckon
rumor
rap
hoot
grunt
whistle
wolf
susurrate
mumble
slur
groan
grumble
vroom
yawp
sough
howl
squall
bay
yelp
bleat
bellow
squawk
chirk
croon
chant
singsong
intonate
yodel
warble
quaver
treble
perorate
scan
rant
churr
chirr
meow
purr
honk
chitter
hiss
sibilate
hee
squeal
cluck
moo
trill
flap
hum
cackel
gaggle
bridle
jam
mince
crunch
gobble
wisecrack
kibitz
notice
neigh
caw
mew
catcall
haw
hem
hypothecate
rubbish
send
share
pooh
croak
unspell
keep
gulp
hurl
sing
traverse
connect
seek
stet
message
pluralize
compete
snooker
misplay
start
fumble
replay
cricket
backstop
fullback
quarterback
cradle
stalemate
castle
serve
ace
overtrump
crossruff
exit
front
meet
promote
fistfight
enter
demolish
par
handicap
race
boat
jockey
arm
rearm
forearm
disarm
demobilize
man
staff
station
garrison
team
embed
crew
gang
pool
brigade
tug
fight
recalcitrate
battle
dogfight
war
blitzkrieg
campaign
crusade
barnstorm
whistlestop
sit
criticize
officiate
caddie
soldier
enlist
discharge
recruit
conscript
remilitarize
demilitarize
lose
win
romp
sweep
outpoint
homer
beat
worst
wallop
down
whomp
lurch
cheat
outwit
outshout
outroar
outsail
outdraw
surpass
outsell
outpace
upstage
outshine
outrange
outweigh
outbrave
outfox
shame
overcome
bulldog
rout
outdo
outfight
nose
outgeneral
manoeuver
outmaneuver
overpower
steamroller
outmarch
steal
kick
eagle
walk
conquer
checkmate
bait
sic
equalize
surrender
resist
capitulate
subject
submarine
assail
blindside
harass
reassail
pepper
pin
duel
rival
emulate
outrival
joust
tilt
chicken
tourney
feud
skirmish
slice
chop
feather
counterattack
gas
teargas
mine
countermine
storm
blitz
invade
beset
blockade
barricade
bulwark
protect
overprotect
guard
shield
wall
stockade
circumvallate
repel
dive
glide
skip
atom
hydrogen
pattern
nuke
firebomb
cannon
misfire
trigger
sharpshoot
snipe
strafe
cannonade
gun
grass
kneecap
fusillade
defuse
torpedo
safeguard
ambush
gamble
dice
ante
underplay
parlay
bird
crab
seine
harpoon
fish
brail
angle
whale
shrimp
turtle
rabbit
fowl
grouse
whelk
shark
trawl
hunt
ferret
course
foxhunt
jacklight
hawk
falcon
strive
bowl
skittle
golf
fence
parry
shuttlecock
side
champion
deploy
tackle
weight
target
undershoot
retaliate
revenge
retire
croquet
mothproof
outplay
overtake
fort
spare
use
put
repose
ply
misapply
avail
overuse
cannibalize
recycle
rehash
exploit
harness
quarry
overexploit
addict
strain
overstrain
exert
eat
victual
dine
picnic
gluttonize
slurp
swill
suck
drink
guggle
sip
guzzle
lap
claret
pub
tipple
partake
fare
nosh
peck
nibble
ruminate
browse
chomp
champ
toast
regale
wine
board
forage
raven
fodder
slop
undernourish
overfeed
plank
cater
pander
power
gratify
spree
underlay
remount
patronage
reseed
lunch
brunch
breakfast
feast
breastfeed
wean
bottlefeed
suckle
starve
need
diet
fast
befuddle
delight
wallow
indulge
surfeit
dunk
enjoy
afford
gorge
satiate
cloy
quell
content
host
fatten
sample
degust
fritter
abstain
teetotal
devour
smack
stomach
metabolize
predigest
smoke
chain
mainline
huff
trip
chew
chaw
nourish
prey
nutrify
range
gutter
sup
toe
trap
violate
strew
palpate
handle
paw
grope
dandle
mouse
guide
snatch
nab
wrest
collar
grasp
cling
clasp
scaffold
pleat
chock
underpin
truss
jack
brace
tread
slat
stopper
conglutinate
agglutinate
haemagglutinate
unclasp
quirk
untwist
crimp
grip
twiddle
wield
treadle
goose
caress
pet
canoodle
interpenetrate
foray
permeate
spiritize
jab
poke
stab
prod
knife
poniard
bayonet
maul
laminate
lapidate
dab
daub
blood
thatch
roof
shingle
mulch
turf
bury
bank
carpet
knead
masticate
butt
headbutt
spang
rear
broadside
thud
bottom
shoulder
elbow
bump
graze
goad
spur
rocket
slam
shutter
chuck
swab
dust
dredge
vacuum
bream
Simonize
buff
edge
strop
whet
hone
cock
tap
percuss
postpose
prepose
scissor
skive
fillet
plane
rub
pumice
puree
rosin
worry
holystone
scour
bedaub
smear
resmudge
smirch
slime
smooth
launch
roughen
abrade
amputate
resect
abscise
pink
jag
serrate
carve
swage
julienne
hash
undercut
axe
fell
poleax
chisel
chip
hew
snag
stucco
egg
layer
soot
skin
refinish
patinate
copper
broom
bonderize
blacktop
pave
causeway
asphalt
butter
wallpaper
canvas
paper
oil
beeswax
varnish
veneer
grease
calcimine
elute
shellac
revet
reface
crib
babbitt
tar
stripe
speck
bespot
postmark
sideswipe
circumcise
flay
scarify
scotch
scribe
indent
recess
furrow
wrinkle
pucker
buckle
flex
incurvate
gnarl
crank
convolve
rabbet
gouge
hole
hollow
cavern
wrap
parcel
cere
shrinkwrap
gift
unwrap
untie
unloose
retie
loop
bitt
cord
latch
faggot
garter
hog
fetter
manacle
enchain
unchain
picket
rope
hopple
unstrap
tether
fasten
attach
implant
join
miter
anastomose
earth
mismate
mortice
mortise
cog
mismatch
disjoin
disjoint
fair
rebate
seam
suture
bridge
hinge
bell
ring
couple
uncouple
prefix
suffix
affix
infix
detach
French
roach
unsolder
knot
swaddle
shroud
snaffle
curb
restrain
impound
cabin
closet
gird
hoop
lash
unlash
cement
unbind
band
cleat
anchor
moor
wharf
dock
undock
batten
clapperclaw
rake
aggrade
strickle
scrape
scratch
dig
spade
sap
excavate
trench
dibble
scoop
shovel
trowel
squirt
spritz
nuzzle
divine
dowse
search
raid
frisk
rifle
rummage
grub
mow
scythe
reap
club
poll
snip
tail
