able
mobile
reversible
volatile
unchangeable
changeless
confirmed
fixed
static
commutable
alterable
convertible
incommutable
inconvertible
unalterable
incurable
final
modifiable
unmodifiable
adjusted
focused
weighted
unadjusted
maladjusted
unadapted
altered
changed
emended
paraphrastic
revised
unaltered
dateless
unedited
unreduced
unrevised
unamended
denatured
exchanged
transformed
varied
unchanged
idempotent
same
isometric
isotonic
ionized
nonionized
mutable
immutable
characteristic
diagnostic
distinctive
peculiar
uncharacteristic
charged
positive
polar
uncharged
neutral
charitable
uncharitable
chartered
unchartered
owned
closely
unowned
chaste
celibate
pure
unchaste
cyprian
licentious
cheerful
beamish
blithe
buoyant
cheery
chipper
depressing
somber
chlamydeous
achlamydeous
chondritic
achondritic
monoclinic
triclinic
monochromatic
polychromatic
chromatic
amber
amethyst
auburn
aureate
avocado
azure
beige
blackish
blae
blue
blushful
bronze
buff
canary
caramel
carnation
chartreuse
chestnut
coppery
coral
creamy
dun
earthlike
fuscous
grey
green
greenish
hazel
honey
jade
khaki
lavender
lilac
magenta
maroon
mauve
ocher
olive
orange
peachy
peacock
pea
pink
purple
red
reddish
rose
russet
rust
rusty
sage
sapphire
scarlet
sea
snuff
sorrel
straw
sulfur
tan
tannish
tangerine
tawny
ultramarine
umber
vermilion
vinaceous
violet
wine
yellow
achromatic
argent
chalky
charcoal
coal
cottony
ebon
hueless
ink
iron
lily
milk
oxford
pearly
pinkish
sable
slate
snow
soot
whitish
albescent
saturated
intense
unsaturated
bay
bicolor
brightly
chocolate
cinnamon
cream
fawn
flame
garnet
ginger
gold
indigo
lead
liver
metal
motley
pastel
peach
roan
trichromatic
uncolored
achromatous
achromic
stained
unstained
untreated
colorful
prismatic
shrill
vibrant
colorless
ashen
bleached
drab
dulled
etiolate
pasty
prefaded
waxen
flashy
noisy
palish
powdery
darkish
diatonic
cismontane
cisalpine
tramontane
transalpine
christian
christianly
christlike
unchristian
christless
unchristianly
civilized
advanced
civil
humane
noncivilized
barbarian
barbarous
preliterate
primitive
classical
neoclassic
nonclassical
modern
popular
classified
categorized
grouped
unclassified
uncategorized
eyes
confidential
restricted
secret
sensitive
top
declassified
nonsensitive
analyzed
unanalyzed
crude
cleanable
cleanly
dry
immaculate
pristine
scrubbed
unsoiled
unsullied
washed
Augean
bedraggled
befouled
begrimed
buggy
cobwebby
feculent
filthy
greasy
lousy
maculate
mucky
ratty
scummy
smudgy
snotty
sooty
travel
uncleanly
unswept
unwashed
antiseptic
bawdy
blasphemous
cruddy
foul
lewd
scabrous
scatological
radioactive
nonradioactive
halal
kosher
unclean
nonkosher
untouchable
clear
limpid
unmistakable
vivid
unclear
blurred
confusing
obscure
hyaline
liquid
translucent
unclouded
unfrosted
opaque
cloudy
fogged
frosted
glaucous
lightproof
milky
semiopaque
radiolucent
radiopaque
clearheaded
confused
addlebrained
addled
befogged
clouded
dazed
dazzled
trancelike
punch
spaced
clement
lenient
inclement
unsparing
balmy
astute
streetwise
stupid
anserine
cloddish
dense
gaumless
lumpish
nitwitted
yokel
clockwise
dextrorotary
counterclockwise
levorotary
far
distant
faraway
farther
farthermost
further
outlying
near
adjacent
nearby
warm
extreme
nonadjacent
yonder
ambient
appressed
approximate
contiguous
encompassing
enveloping
juxtaposed
nestled
proximate
scalelike
walk
removed
ulterior
boon
chummy
cozy
dear
familiar
intimate
cousinly
uncousinly
clothed
appareled
arrayed
breeched
bundled
caparisoned
cassocked
coated
costumed
cowled
dighted
dressed
gowned
habited
heavy
overdressed
petticoated
suited
surpliced
togged
tuxedoed
underdressed
uniformed
vestmented
unclothed
bareheaded
barelegged
bottomless
clothesless
exposed
mother
seminude
starkers
stripped
unappareled
saddled
unsaddled
bareback
cloudless
serene
brumous
fogbound
cloud
cloudlike
miasmal
smoggy
coastal
coastwise
inshore
maritime
seaward
inland
interior
landlocked
offshore
seamless
fuzzy
collapsible
foldable
telescopic
tip
noncollapsible
nontelescopic
crannied
uncrannied
agglomerate
aggregate
collectivized
knockdown
distributive
allocable
diffusing
immanent
permeant
separative
suffusive
publicized
advertised
heralded
promulgated
suppressed
burked
hushed
quelled
unreleased
published
unpublished
publishable
unpublishable
reported
according
notifiable
reportable
unreported
unreportable
combinative
combinatorial
combinable
noncombinative
noncombining
combustible
burnable
comburent
flammable
ignescent
incendiary
noncombustible
fireproof
fire
flameproof
nonflammable
explosive
detonative
nonexplosive
lighted
ignited
unlighted
unkindled
commodious
roomy
incommodious
cramped
comfortable
homelike
soothing
uncomfortable
bad
comfortless
irritating
miserable
uneasy
comforted
awkward
disquieting
commensurate
coextensive
commensurable
proportionate
incommensurate
disproportionate
incommensurable
proportionable
proportional
commercial
commercialized
mercantile
technical
noncommercial
nonprofit
uncommercial
uncommercialized
residential
nonresidential
commissioned
noncommissioned
common
average
democratic
demotic
frequent
general
grassroots
standard
uncommon
especial
unusual
unwonted
usual
regular
different
extraordinary
odd
unique
hydrophilic
deliquescent
oleophilic
lipophilic
oleophobic
communal
public
individual
idiosyncratic
individualist
respective
singular
communicative
anecdotic
Bantu
blabbermouthed
chatty
communicable
communicational
English
expansive
expressive
Finno
Flemish
French
Gaelic
German
gesticulating
gestural
heraldic
Icelandic
Italian
Japanese
Kannada
Livonian
narrative
nonverbal
openhearted
Oscan
outspoken
Russian
Samoyedic
Semitic
Siouan
Spanish
Turkic
verbal
yarn
uncommunicative
blank
deadpan
incommunicado
inexpressive
mum
unpronounceable
compact
clayey
consolidated
impacted
packed
serried
loose
shifting
silty
unconsolidated
comparable
incomparable
matchless
alone
compassionate
caring
nurturant
tenderhearted
uncompassionate
hardhearted
compatible
congenial
congruous
harmonious
incompatible
antagonistic
clashing
contradictory
uncongenial
miscible
immiscible
workmanlike
incompetent
feckless
ineffective
unworkmanlike
emulous
matched
noncompetitive
monopolistic
uncompetitive
complaining
fretful
protestant
uncomplaining
compressible
compressed
incompressible
whole
entire
integral
livelong
undivided
fractional
aliquot
divisional
fragmental
halfway
waist
committed
pledged
uncommitted
fancy
undecided
dedicated
devoted
sacred
undedicated
complete
accomplished
allover
completed
exhaustive
good
hearty
sound
stand
incomplete
neither
partial
rudimentary
sketchy
uncompleted
comprehensive
citywide
countywide
countrywide
cosmopolitan
door
encyclopedic
large
omnibus
plenary
spatiotemporal
schoolwide
statewide
super
umbrella
noncomprehensive
limited
composed
imperturbable
collected
cool
unflurried
discomposed
abashed
bothered
discombobulated
flustered
unstrung
comprehensible
apprehensible
fathomable
incomprehensible
unfathomable
impenetrable
indecipherable
lost
concave
acetabular
biconcave
boat
bowl
bursiform
concavo
cuplike
cupular
dished
planoconcave
recessed
saucer
umbilicate
urn
convex
bell
biconvex
convexo
gibbous
helmet
planoconvex
umbellate
concentrated
bunchy
cumulous
thickset
distributed
apportioned
diffuse
diffused
dispensed
dispersed
divided
encyclical
fanned
rationed
scattered
separated
sparse
splashed
straggly
unfocused
concentric
coaxial
eccentric
acentric
concerned
haunted
unconcerned
blase
degage
indifferent
concise
aphoristic
brief
compendious
crisp
cryptic
elliptic
pithy
telegraphic
prolix
pleonastic
conclusive
definitive
inconclusive
equivocal
indeterminate
nisi
consummated
fulfilled
unconsummated
coordinating
subordinating
accordant
concordant
consensual
consentaneous
discordant
dissentious
contracted
contractile
expanded
atrophied
hypertrophied
conditional
counterfactual
probationary
provisory
unconditional
blunt
vested
enforceable
unenforceable
enforced
unenforced
conductive
semiconducting
nonconductive
confined
homebound
pent
snowbound
stormbound
weather
unconfined
crowded
huddled
jammed
thronged
uncrowded
sociable
congruent
coincident
incongruent
incongruous
discrepant
inharmonious
ironic
conjunctive
copulative
connective
disjunctive
adversative
alternative
contrastive
partitive
conjunct
disjunct
connected
adjunctive
affined
conterminous
coupled
unconnected
apart
asternal
disjoined
exploded
uncoupled
conquerable
beatable
subduable
unconquerable
impregnable
indomitable
insuperable
invincible
semiconscious
comatose
innocent
insensible
semicomatose
subconscious
consecrated
ordained
votive
desecrated
deconsecrated
profaned
priestly
unpriestly
conservative
blimpish
fusty
hidebound
ultraconservative
liberal
liberalistic
neoliberal
socialized
welfarist
consistent
pursuant
reconciled
unchanging
inconsistent
spotty
unconformable
unreconciled
conspicuous
crying
marked
outstanding
inconspicuous
discernible
indiscernible
distinguishable
differentiable
discriminable
indistinguishable
constant
steadfast
unfailing
inconstant
false
fickle
creative
formative
inferential
reconstructive
structural
annihilative
blasting
cataclysmal
caustic
crushing
damaging
erosive
iconoclastic
ravaging
soul
wasteful
contented
complacent
satisfied
smug
discontented
disaffected
disgruntled
restless
contestable
challengeable
debatable
shakable
incontestable
demonstrable
demonstrated
inarguable
unassailable
unanswerable
continent
incontinent
leaky
continual
insistent
running
perennial
persistent
recurring
sporadic
intermittent
periodic
irregular
isolated
continuous
around
ceaseless
dogging
endless
sustained
discontinuous
disrupted
continued
continuing
discontinued
interrupted
controlled
contained
disciplined
dominated
harnessed
obsessed
price
regimented
uncontrolled
anarchic
errant
irrepressible
lordless
runaway
undisciplined
controversial
arguable
contentious
disputed
polemic
uncontroversial
unchallengeable
undisputed
argumentative
quarrelsome
eristic
unargumentative
noncontentious
convenient
favorable
inconvenient
conventional
received
customary
formulaic
stodgy
unconventional
bohemian
stereotyped
devil
conformist
nonconformist
thermonuclear
traditional
handed
traditionalistic
nontraditional
convergent
confluent
divergent
branching
radiating
branchy
branched
bushy
maplelike
mop
branchless
palmlike
unbranched
convincing
credible
disenchanting
unconvincing
unpersuasive
cooked
baked
barbecued
batter
boiled
braised
broiled
burned
candy
done
fried
lyonnaise
medium
overdone
pancake
parched
roast
saute
seared
souffle
steamed
sunny
toasted
wafer
raw
uncooked
untoasted
cooperative
collaborative
synergetic
uncooperative
corrupt
corrupted
corruptible
depraved
Praetorian
putrid
sold
incorrupt
incorruptible
uncorrupted
synergistic
antacid
antiphlogistic
considerable
appreciable
goodly
significant
inconsiderable
substantial
insubstantial
aeriform
shadowy
stringy
material
physical
immaterial
intangible
bodied
incarnate
lithe
oval
slim
unbodied
bodiless
formless
brainwashed
unbrainwashed
corporeal
bodily
reincarnate
incorporeal
discorporate
spiritual
correct
letter
incorrect
erroneous
fallacious
right
wrong
wrongheaded
corrected
aplanatic
apochromatic
rectified
uncorrected
unremedied
corrigible
amendable
improvable
redeemable
incorrigible
unreformable
uncontrollable
traveled
provincial
bumpkinly
corn
insular
jerkwater
stay
costive
laxative
aperient
cathartic
constipated
unconstipated
diarrheal
lax
considerate
thoughtful
inconsiderate
thoughtless
courteous
chivalrous
discourteous
abrupt
brusque
caddish
unceremonious
polite
mannerly
impolite
bratty
unparliamentary
uncivil
sidereal
fanciful
fictive
imaginative
yeasty
uncreative
sterile
likely
presumptive
incredible
astounding
fabulous
improbable
undreamed
credulous
overcredulous
unquestioning
incredulous
disbelieving
critical
captious
censorious
deprecative
hypercritical
searing
scathing
uncritical
judgmental
faultfinding
nonjudgmental
appraising
discriminative
dangerous
noncritical
acritical
supercritical
crossed
crosstown
decussate
uncrossed
cross
boss
walleyed
crowned
capped
chapleted
royal
uncrowned
quasi
uncapped
crucial
life
pivotal
noncrucial
uncrystallized
cubic
blockish
boxlike
brick
cubelike
linear
collinear
lineal
linelike
rectilinear
planar
coplanar
placoid
planate
tabular
unidimensional
multidimensional
dimensional
chopped
incised
perforated
pierced
severed
split
uncut
imperforate
unpierced
hewn
sheared
slashed
unsheared
curious
inquisitive
nosy
overcurious
incurious
uninterested
uninquiring
current
afoot
circulating
contemporary
incumbent
occurrent
ongoing
topical
noncurrent
disused
outdated
obsolescent
cursed
accursed
damn
damnable
blessed
endowed
dowered
unendowed
dowerless
unblessed
curtained
draped
curtainless
custom
bespoke
made
prefab
handmade
camp
handsewn
overhand
machine
homemade
home
homespun
factory
boughten
manufactured
mass
cyclic
alternate
circular
noncyclic
bicyclic
closed
heterocyclic
homocyclic
acyclic
aliphatic
verticillate
annual
biennial
diurnal
nocturnal
damaged
bent
hurt
knocked
riddled
storm
undamaged
intact
datable
undatable
deaf
deafened
tone
hearing
sharp
decent
indecent
Hollywood
indelicate
obscene
suggestive
decisive
deciding
fateful
peremptory
indecisive
unhesitating
hesitant
suspensive
declarative
interrogative
declared
alleged
announced
asserted
avowed
professed
undeclared
decorous
sedate
indecorous
deductible
allowable
nondeductible
abysmal
profound
shallow
ankle
fordable
neritic
reefy
defeasible
indefeasible
unforfeitable
defeated
licked
subjugated
undefeated
triumphant
unbeaten
unbowed
defiant
insubordinate
recalcitrant
compliant
amenable
lamblike
nonresistant
defined
undefined
indefinable
derived
derivable
derivative
plagiaristic
underived
original
primary
inflected
uninflected
modulated
distinct
nebulous
noncommittal
dehiscent
indehiscent
dejected
amort
chapfallen
glum
lonely
elated
exultant
gladdened
sublime
uplifted
delicate
dainty
ethereal
fragile
overdelicate
tender
rugged
knockabout
sturdy
breakable
brittle
crumbly
frangible
splintery
unbreakable
infrangible
shatterproof
demanding
exigent
needy
rigorous
stern
undemanding
easygoing
unexacting
imperative
adjuratory
clamant
pressing
strident
beseeching
importunate
mendicant
petitionary
precatory
suppliant
antiauthoritarian
classless
parliamentary
participatory
representative
republican
undemocratic
authoritarian
despotic
monarchal
totalitarian
arbitrary
capricious
discretionary
nonarbitrary
prescribed
demonstrative
effusive
epideictic
undemonstrative
restrained
deniable
disavowable
questionable
undeniable
incontrovertible
denotative
appellative
designative
extensional
referent
referential
connotative
connotational
implicative
intensional
reliable
tested
undeviating
unreliable
unsound
babelike
helpless
interdependent
myrmecophilous
parasitic
reliant
symbiotic
underage
independent
autarkic
autonomous
breakaway
commutative
indie
unaffiliated
partisan
party
tendentious
nonpartisan
bipartisan
unbiased
aligned
allied
nonaligned
descriptive
prescriptive
undescriptive
desirable
coveted
delectable
enviable
preferable
undesirable
unenviable
destroyed
annihilated
blighted
demolished
despoiled
extinguished
finished
scorched
shattered
totaled
war
wrecked
preserved
conserved
preservable
